folder_nums,ksl_sen
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,"['카드', '되다']"
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,"['카드', '되다']"
2,['돈']
2,"['카드', '되다']"
2,['돈']
2,"['카드', '되다']"
2,"['카드', '되다']"
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['카드']
2,['돈']
2,['돈']
2,['돈']
2,"['카드', '되다']"
2,['카드']
2,['카드']
2,"['카드', '되다']"
2,['카드']
2,"['카드', '되다']"
2,['카드']
2,['카드']
2,"['카드', '되다']"
2,"['카드', '되다']"
2,['카드']
2,"['카드', '되다']"
2,"['카드', '되다']"
2,['카드']
2,"['카드', '되다']"
2,['카드']
2,"['카드', '되다']"
2,['카드']
2,"['카드', '되다']"
2,"['카드', '되다']"
2,"['영수증', '필요']"
2,"['카드', '되다']"
2,"['카드', '되다']"
2,"['영수증', '필요']"
2,"['영수증', '필요']"
2,"['영수증', '필요']"
2,"['카드', '되다']"
2,"['영수증', '필요']"
2,"['영수증', '필요']"
2,"['영수증', '필요']"
2,"['카드', '되다']"
2,"['영수증', '필요']"
2,"['영수증', '필요']"
2,"['영수증', '필요']"
2,"['사진기', '실종', '잃어버리다']"
2,"['영수증', '원하다']"
2,"['영수증', '원하다']"
2,"['사진기', '실종', '잃어버리다']"
2,"['영수증', '필요']"
2,"['사진기', '잃어버리다', '실종']"
2,"['영수증', '원하다']"
2,"['사진기', '잃어버리다', '실종']"
2,"['사진기', '잃어버리다', '실종']"
2,"['영수증', '원하다']"
2,"['영수증', '원하다']"
2,"['영수증', '원하다']"
2,"['영수증', '원하다']"
2,"['사진기', '실종', '잃어버리다']"
2,"['영수증', '원하다']"
2,"['사진기', '잃어버리다', '실종']"
2,"['사진기', '잃어버리다', '실종']"
2,"['영수증', '필요']"
2,"['사진기', '실종', '잃어버리다']"
2,"['영수증', '원하다']"
2,"['영수증', '필요']"
2,"['영수증', '필요']"
2,"['영수증', '필요']"
2,"['영수증', '원하다']"
2,"['시계', '없다', '잃어버리다']"
2,"['시계', '실종']"
2,"['시계', '실종']"
2,"['시계', '없다', '실종']"
2,"['시계', '잃어버리다']"
2,"['시계', '실종']"
2,"['시계', '잃어버리다']"
2,"['시계', '잃어버리다']"
2,"['시계', '실종']"
2,"['시계', '실종']"
2,"['사진기', '실종', '잃어버리다']"
2,"['시계', '없다', '실종']"
2,"['시계', '잃어버리다']"
2,"['시계', '없다', '실종']"
2,"['시계', '없다', '잃어버리다']"
2,"['시계', '없다', '잃어버리다']"
2,"['시계', '없다', '잃어버리다']"
2,"['시계', '잃어버리다']"
2,"['시계', '없다', '잃어버리다']"
2,"['시계', '잃어버리다', '실종']"
2,"['시계', '찾다', '실종']"
2,"['시계', '없다', '실종']"
2,"['시계', '찾다', '실종']"
2,"['시계', '찾다', '실종']"
2,"['시계', '잃어버리다', '실종']"
2,"['시계', '없다', '실종']"
2,"['시계', '잃어버리다', '실종']"
2,"['시계', '실종', '잃어버리다']"
2,"['시계', '잃어버리다', '실종']"
2,"['시계', '사라지다', '실종']"
2,"['시계', '찾다', '실종']"
2,"['시계', '실종', '잃어버리다']"
2,"['시계', '사라지다', '실종']"
2,"['시계', '잃어버리다', '실종']"
2,"['시계', '사라지다', '실종']"
2,"['시계', '사라지다', '실종']"
2,"['시계', '사라지다', '실종']"
2,"['시계', '찾다', '실종']"
2,"['시계', '실종', '잃어버리다']"
2,"['반지', '없다', '잃어버리다']"
2,"['반지', '실종']"
2,"['시계', '실종', '잃어버리다']"
2,"['반지', '없다', '실종']"
2,"['반지', '실종']"
2,"['반지', '잃어버리다']"
2,"['반지', '없다', '실종']"
2,"['반지', '실종']"
2,"['반지', '잃어버리다']"
2,"['반지', '실종']"
2,"['시계', '실종', '잃어버리다']"
2,"['반지', '없다', '잃어버리다']"
2,"['반지', '잃어버리다']"
2,"['반지', '잃어버리다']"
2,"['반지', '실종']"
2,"['반지', '없다', '잃어버리다']"
2,"['반지', '잃어버리다']"
2,"['반지', '없다', '잃어버리다']"
2,"['반지', '없다', '잃어버리다']"
2,"['반지', '잃어버리다', '실종']"
2,"['반지', '잃어버리다', '실종']"
2,"['반지', '사라지다', '실종']"
2,"['반지', '찾다', '실종']"
2,"['반지', '찾다', '실종']"
2,"['반지', '찾다', '실종']"
